trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3858,False,"{'a': 0.6, 'e': 0.02104839882013083}",20,14,11.13863421899238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3859,False,"{'a': 0.6, 'e': 0.0210273504213107}",30,11,30.07682678119189,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3860,False,"{'a': 0.6, 'e': 0.02100632307088939}",25,8,28.884882924116894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3861,False,"{'a': 0.6, 'e': 0.0209853167478185}",20,11,14.38884230385684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3862,False,"{'a': 0.6, 'e': 0.02096433143107068}",20,10,20.070447299311507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3863,False,"{'a': 0.6, 'e': 0.020943367099639607}",20,6,24.189204699543584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3864,False,"{'a': 0.6, 'e': 0.020922423732539965}",25,15,17.89871636165778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3865,False,"{'a': 0.6, 'e': 0.020901501308807423}",20,6,23.287690046974596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3866,False,"{'a': 0.6, 'e': 0.020880599807498616}",25,13,24.200141587816603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3867,False,"{'a': 0.6, 'e': 0.020859719207691117}",20,9,17.092193037960143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3868,False,"{'a': 0.6, 'e': 0.020838859488483425}",20,8,22.80962673174543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3869,False,"{'a': 0.6, 'e': 0.020818020628994943}",30,13,30.3684587602415,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3870,False,"{'a': 0.6, 'e': 0.02079720260836595}",20,9,21.462750847628357,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3871,False,"{'a': 0.6, 'e': 0.02077640540575758}",20,13,14.27214684568193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3872,False,"{'a': 0.6, 'e': 0.020755629000351824}",20,14,12.429764576965578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3873,False,"{'a': 0.6, 'e': 0.02073487337135147}",20,13,11.637637731171424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3874,False,"{'a': 0.6, 'e': 0.02071413849798012}",25,16,15.469352514635997,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3875,False,"{'a': 0.6, 'e': 0.02069342435948214}",25,15,20.499500456624002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3876,False,"{'a': 0.6, 'e': 0.020672730935122657}",25,15,13.770399915224168,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
3877,False,"{'a': 0.6, 'e': 0.020652058204187532}",25,9,12.741146918365983,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3878,False,"{'a': 0.6, 'e': 0.020631406145983345}",20,10,20.25979752853168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3879,False,"{'a': 0.6, 'e': 0.02061077473983736}",25,19,9.637581559673343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3880,False,"{'a': 0.6, 'e': 0.02059016396509752}",30,12,34.766185320002876,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3881,False,"{'a': 0.6, 'e': 0.020569573801132425}",20,12,15.57290191784346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3882,False,"{'a': 0.6, 'e': 0.020549004227331292}",20,7,21.720871258959683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3883,False,"{'a': 0.6, 'e': 0.02052845522310396}",20,10,17.572920153705816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3884,False,"{'a': 0.6, 'e': 0.020507926767880855}",30,11,35.875924025899494,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3885,False,"{'a': 0.6, 'e': 0.020487418841112975}",30,16,24.12785269043771,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3886,False,"{'a': 0.6, 'e': 0.02046693142227186}",20,12,9.394411113423967,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
3887,False,"{'a': 0.6, 'e': 0.020446464490849588}",20,5,27.327376033508415,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3888,False,"{'a': 0.6, 'e': 0.02042601802635874}",25,12,25.393635076868332,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3889,False,"{'a': 0.6, 'e': 0.02040559200833238}",30,0,48.64325525213797,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
3890,False,"{'a': 0.6, 'e': 0.020385186416324048}",30,14,32.44479897396441,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3891,False,"{'a': 0.6, 'e': 0.020364801229907723}",25,17,15.064241525259115,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3892,False,"{'a': 0.6, 'e': 0.020344436428677816}",30,21,20.812981046213533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3893,False,"{'a': 0.6, 'e': 0.02032409199224914}",20,10,15.38318437080008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3894,False,"{'a': 0.6, 'e': 0.02030376790025689}",25,13,21.891791528552147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3895,False,"{'a': 0.6, 'e': 0.020283464132356634}",25,16,15.167815260270443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3896,False,"{'a': 0.6, 'e': 0.020263180668224277}",20,9,23.2888562376138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3897,False,"{'a': 0.6, 'e': 0.020242917487556054}",20,3,31.67825332350143,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3898,False,"{'a': 0.6, 'e': 0.0202226745700685}",25,18,13.487114411703637,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3899,False,"{'a': 0.6, 'e': 0.02020245189549843}",20,11,14.40192059932439,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3900,False,"{'a': 0.6, 'e': 0.02018224944360293}",25,13,13.028039380355132,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
3901,False,"{'a': 0.6, 'e': 0.02016206719415933}",25,20,8.361301067665895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3902,False,"{'a': 0.6, 'e': 0.02014190512696517}",25,6,33.4759368013396,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3903,False,"{'a': 0.6, 'e': 0.020121763221838205}",30,17,27.385081772220023,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3904,False,"{'a': 0.6, 'e': 0.020101641458616367}",30,7,43.221939893749436,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3905,False,"{'a': 0.6, 'e': 0.02008153981715775}",20,15,10.018572988677183,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3906,False,"{'a': 0.6, 'e': 0.020061458277340592}",25,11,24.150285767593292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3907,False,"{'a': 0.6, 'e': 0.02004139681906325}",30,16,27.799176583641103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3908,False,"{'a': 0.6, 'e': 0.02002135542224419}",25,17,14.98138574227977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3909,False,"{'a': 0.6, 'e': 0.020001334066821943}",30,16,25.897377695732597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3910,False,"{'a': 0.6, 'e': 0.01998133273275512}",20,11,15.893118577039441,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3911,False,"{'a': 0.6, 'e': 0.019961351400022365}",25,16,17.084587975821933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3912,False,"{'a': 0.6, 'e': 0.019941390048622342}",25,17,16.786507440473038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3913,False,"{'a': 0.6, 'e': 0.01992144865857372}",20,16,7.033374144984738,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3914,False,"{'a': 0.6, 'e': 0.019901527209915146}",20,16,7.98833065234906,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3915,False,"{'a': 0.6, 'e': 0.019881625682705233}",30,18,26.773145463801576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3916,False,"{'a': 0.6, 'e': 0.019861744057022526}",25,14,23.19919190171086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3917,False,"{'a': 0.6, 'e': 0.019841882312965502}",25,13,24.761923015560445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3918,False,"{'a': 0.6, 'e': 0.019822040430652537}",20,14,14.140984971245434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3919,False,"{'a': 0.6, 'e': 0.019802218390221886}",25,8,30.20319273147968,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3920,False,"{'a': 0.6, 'e': 0.019782416171831664}",30,22,14.130476123131288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3921,False,"{'a': 0.6, 'e': 0.01976263375565983}",20,16,6.812151024327062,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3922,False,"{'a': 0.6, 'e': 0.019742871121904173}",20,15,-2.2668510623627993,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
3923,False,"{'a': 0.6, 'e': 0.01972312825078227}",20,9,16.315487476738003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3924,False,"{'a': 0.6, 'e': 0.01970340512253149}",35,18,19.55858309751204,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3925,False,"{'a': 0.6, 'e': 0.019683701717408957}",25,10,25.034821383072924,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3926,False,"{'a': 0.6, 'e': 0.019664018015691547}",30,15,25.564202194811358,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3927,False,"{'a': 0.6, 'e': 0.019644353997675855}",25,13,22.22626368972648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3928,False,"{'a': 0.6, 'e': 0.01962470964367818}",25,13,20.78095283181742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3929,False,"{'a': 0.6, 'e': 0.019605084934034504}",20,15,10.584734978985132,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3930,False,"{'a': 0.6, 'e': 0.01958547984910047}",20,7,22.50142117807115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3931,False,"{'a': 0.6, 'e': 0.01956589436925137}",20,11,13.835938665054222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3932,False,"{'a': 0.6, 'e': 0.019546328474882118}",25,15,17.83898326951934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3933,False,"{'a': 0.6, 'e': 0.019526782146407237}",25,14,8.467252277914266,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3934,False,"{'a': 0.6, 'e': 0.01950725536426083}",20,6,24.532178554646997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3935,False,"{'a': 0.6, 'e': 0.01948774810889657}",25,18,13.456833713541284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3936,False,"{'a': 0.6, 'e': 0.019468260360787675}",30,3,43.0648549941874,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
3937,False,"{'a': 0.6, 'e': 0.01944879210042689}",30,14,31.71948595539372,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3938,False,"{'a': 0.6, 'e': 0.019429343308326463}",20,4,28.90157058413363,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3939,False,"{'a': 0.6, 'e': 0.019409913965018136}",30,22,18.051216452660977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3940,False,"{'a': 0.6, 'e': 0.019390504051053116}",25,3,27.024168535016024,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
3941,False,"{'a': 0.6, 'e': 0.019371113547002064}",20,9,19.488147936373043,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3942,False,"{'a': 0.6, 'e': 0.01935174243345506}",25,17,16.97965550771353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3943,False,"{'a': 0.6, 'e': 0.019332390691021606}",25,0,40.589060440193016,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3944,False,"{'a': 0.6, 'e': 0.019313058300330584}",25,11,24.928866625695353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3945,False,"{'a': 0.6, 'e': 0.019293745242030255}",20,0,34.16402674458023,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3946,False,"{'a': 0.6, 'e': 0.019274451496788223}",25,17,13.586819149737716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3947,False,"{'a': 0.6, 'e': 0.019255177045291436}",25,20,10.256474253095035,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3948,False,"{'a': 0.6, 'e': 0.019235921868246145}",25,19,9.506690006373066,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3949,False,"{'a': 0.6, 'e': 0.019216685946377897}",20,10,17.869035399912583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3950,False,"{'a': 0.6, 'e': 0.01919746926043152}",20,10,21.348184771322288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3951,False,"{'a': 0.6, 'e': 0.019178271791171087}",25,8,33.69402293406434,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3952,False,"{'a': 0.6, 'e': 0.019159093519379916}",20,12,15.311521921629888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3953,False,"{'a': 0.6, 'e': 0.019139934425860535}",25,16,17.730079666827272,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3954,False,"{'a': 0.6, 'e': 0.019120794491434674}",25,4,22.450947229786742,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
3955,False,"{'a': 0.6, 'e': 0.01910167369694324}",30,11,32.89676713297656,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3956,False,"{'a': 0.6, 'e': 0.019082572023246296}",20,16,7.138194806022191,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3957,False,"{'a': 0.6, 'e': 0.01906348945122305}",20,13,0.5318192139476263,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
3958,False,"{'a': 0.6, 'e': 0.01904442596177183}",20,13,13.790358894884914,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3959,False,"{'a': 0.6, 'e': 0.019025381535810057}",20,13,14.988844850122362,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3960,False,"{'a': 0.6, 'e': 0.019006356154274248}",20,8,22.191442354407567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3961,False,"{'a': 0.6, 'e': 0.018987349798119973}",25,11,24.222339394781912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3962,False,"{'a': 0.6, 'e': 0.018968362448321854}",20,16,8.074169994336089,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3963,False,"{'a': 0.6, 'e': 0.018949394085873532}",20,0,33.62588660984025,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3964,False,"{'a': 0.6, 'e': 0.01893044469178766}",25,20,9.775209941955763,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3965,False,"{'a': 0.6, 'e': 0.018911514247095872}",30,15,25.16795385424384,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3966,False,"{'a': 0.6, 'e': 0.018892602732848776}",25,13,24.944767599852426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3967,False,"{'a': 0.6, 'e': 0.018873710130115927}",30,20,21.445783579414105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3968,False,"{'a': 0.6, 'e': 0.01885483641998581}",20,13,12.972184939241314,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3969,False,"{'a': 0.6, 'e': 0.018835981583565822}",25,11,25.97730254006757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3970,False,"{'a': 0.6, 'e': 0.018817145601982256}",25,12,22.91030029784541,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3971,False,"{'a': 0.6, 'e': 0.018798328456380273}",35,23,11.244182801549439,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3972,False,"{'a': 0.6, 'e': 0.018779530127923893}",25,12,23.509591179344213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3973,False,"{'a': 0.6, 'e': 0.01876075059779597}",20,10,19.131503962731493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3974,False,"{'a': 0.6, 'e': 0.018741989847198173}",25,7,27.02007777883423,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3975,False,"{'a': 0.6, 'e': 0.018723247857350977}",20,5,15.260744677039291,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3976,False,"{'a': 0.6, 'e': 0.018704524609493626}",25,7,-8.511459371421573,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
3977,False,"{'a': 0.6, 'e': 0.018685820084884133}",20,12,14.138739945238784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3978,False,"{'a': 0.6, 'e': 0.01866713426479925}",25,16,17.234557763367576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3979,False,"{'a': 0.6, 'e': 0.01864846713053445}",30,11,32.38570808944695,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3980,False,"{'a': 0.6, 'e': 0.018629818663403915}",30,16,26.192948794001467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3981,False,"{'a': 0.6, 'e': 0.01861118884474051}",20,4,-11.449627452112713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
3982,False,"{'a': 0.6, 'e': 0.01859257765589577}",20,11,15.995067658762904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3983,False,"{'a': 0.6, 'e': 0.018573985078239874}",25,8,30.815607578299037,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3984,False,"{'a': 0.6, 'e': 0.018555411093161635}",25,5,39.26280601658641,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3985,False,"{'a': 0.6, 'e': 0.018536855682068473}",30,20,19.55628951012345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3986,False,"{'a': 0.6, 'e': 0.018518318826386403}",25,14,21.459400223371137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3987,False,"{'a': 0.6, 'e': 0.018499800507560015}",25,11,25.925283022190207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3988,False,"{'a': 0.6, 'e': 0.018481300707052454}",30,22,15.787159642163607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3989,False,"{'a': 0.6, 'e': 0.0184628194063454}",25,20,7.318325632873722,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3990,False,"{'a': 0.6, 'e': 0.018444356586939055}",35,28,13.193317956311928,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3991,False,"{'a': 0.6, 'e': 0.018425912230352115}",35,21,27.59341694402955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3992,False,"{'a': 0.6, 'e': 0.018407486318121762}",25,15,19.363582809503267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3993,False,"{'a': 0.6, 'e': 0.01838907883180364}",20,13,16.48298792298005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3994,False,"{'a': 0.6, 'e': 0.018370689752971837}",20,16,8.825008700933882,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3995,False,"{'a': 0.6, 'e': 0.018352319063218867}",25,3,37.93101225436809,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3996,False,"{'a': 0.6, 'e': 0.018333966744155647}",25,11,25.474502845625523,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3997,False,"{'a': 0.6, 'e': 0.01831563277741149}",25,12,24.485124185085176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3998,False,"{'a': 0.6, 'e': 0.01829731714463408}",20,12,16.493787160409056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3999,False,"{'a': 0.6, 'e': 0.018279019827489446}",30,18,24.442463112792304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4000,False,"{'a': 0.6, 'e': 0.018260740807661956}",25,13,20.71086928742516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4001,False,"{'a': 0.6, 'e': 0.018242480066854295}",20,2,30.914031253765796,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4002,False,"{'a': 0.6, 'e': 0.01822423758678744}",20,0,27.07056576148443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4003,False,"{'a': 0.6, 'e': 0.01820601334920065}",25,9,30.491251735125353,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4004,False,"{'a': 0.6, 'e': 0.01818780733585145}",25,18,14.781044837028677,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4005,False,"{'a': 0.6, 'e': 0.0181696195285156}",25,10,27.0415366257321,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4006,False,"{'a': 0.6, 'e': 0.018151449908987084}",20,10,9.891672788675267,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4007,False,"{'a': 0.6, 'e': 0.018133298459078098}",20,14,11.741532190189462,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4008,False,"{'a': 0.6, 'e': 0.01811516516061902}",20,8,22.328146379998504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4009,False,"{'a': 0.6, 'e': 0.0180970499954584}",20,6,4.347391968431502,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
4010,False,"{'a': 0.6, 'e': 0.018078952945462943}",25,10,27.85611130790137,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4011,False,"{'a': 0.6, 'e': 0.01806087399251748}",30,8,42.95330475240179,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4012,False,"{'a': 0.6, 'e': 0.018042813118524962}",25,8,20.17281063274518,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4013,False,"{'a': 0.6, 'e': 0.01802477030540644}",20,13,15.516860466948525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4014,False,"{'a': 0.6, 'e': 0.01800674553510103}",25,7,32.97736156639151,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4015,False,"{'a': 0.6, 'e': 0.01798873878956593}",25,12,20.156957596790797,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4016,False,"{'a': 0.6, 'e': 0.017970750050776366}",20,16,10.030706642761109,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4017,False,"{'a': 0.6, 'e': 0.01795277930072559}",25,9,29.47329357195556,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4018,False,"{'a': 0.6, 'e': 0.017934826521424863}",20,13,12.09864222437666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4019,False,"{'a': 0.6, 'e': 0.017916891694903438}",20,10,16.570184290776137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4020,False,"{'a': 0.6, 'e': 0.017898974803208532}",25,12,24.49894802021648,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4021,False,"{'a': 0.6, 'e': 0.017881075828405323}",20,11,14.923437283688013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4022,False,"{'a': 0.6, 'e': 0.017863194752576916}",20,8,24.489208424540287,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4023,False,"{'a': 0.6, 'e': 0.017845331557824338}",20,11,16.637791231300024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4024,False,"{'a': 0.6, 'e': 0.017827486226266512}",30,13,22.924878162603438,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4025,False,"{'a': 0.6, 'e': 0.017809658740040247}",25,18,12.120844874726311,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4026,False,"{'a': 0.6, 'e': 0.017791849081300208}",20,9,19.25691185870488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4027,False,"{'a': 0.6, 'e': 0.017774057232218907}",30,17,18.764750169105263,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
4028,False,"{'a': 0.6, 'e': 0.017756283174986686}",25,18,15.242581938091668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4029,False,"{'a': 0.6, 'e': 0.0177385268918117}",30,13,31.75171163169997,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4030,False,"{'a': 0.6, 'e': 0.017720788364919887}",25,17,13.833098936590098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4031,False,"{'a': 0.6, 'e': 0.017703067576554966}",20,4,27.936253771025658,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4032,False,"{'a': 0.6, 'e': 0.01768536450897841}",25,9,33.90975101718294,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4033,False,"{'a': 0.6, 'e': 0.01766767914446943}",30,13,33.67830888660721,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4034,False,"{'a': 0.6, 'e': 0.017650011465324963}",25,18,14.730943792923394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4035,False,"{'a': 0.6, 'e': 0.017632361453859637}",30,18,23.93631340807425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4036,False,"{'a': 0.6, 'e': 0.017614729092405777}",20,10,19.973274180906483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4037,False,"{'a': 0.6, 'e': 0.01759711436331337}",25,8,28.334171217244787,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4038,False,"{'a': 0.6, 'e': 0.017579517248950054}",25,13,22.558463259012072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4039,False,"{'a': 0.6, 'e': 0.017561937731701106}",30,19,19.779884151245323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4040,False,"{'a': 0.6, 'e': 0.017544375793969405}",25,0,36.395621039916264,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
